,card_detail,category,city,discount,max_discount_cap,title
1859,Bank Alfalah Mastercard Optimus Credit Card,Dining,Karachi,20%,N/A,La Mamma – Movenpick
1860,Alfalah Premier VISA Platinum Credit Card,Dining,Karachi,20%,N/A,La Mamma – Movenpick
1861,Alfalah Visa Platinum Credit Card,Dining,Karachi,20%,N/A,La Mamma – Movenpick
1862,Alfalah Visa Gold Debit Card,Dining,Karachi,20%,N/A,La Mamma – Movenpick
1863,Alfalah Mastercard Titanium Credit Card,Dining,Karachi,20%,N/A,La Mamma – Movenpick
1864,Alfalah Premier VISA Signature Debit Card,Dining,Karachi,20%,N/A,La Mamma – Movenpick
1865,Bank Alfalah Mastercard Optimus Credit Card,Dining,Lahore,15%,N/A,La Patisserie- Avari Tower
1866,Alfalah Premier VISA Platinum Credit Card,Dining,Lahore,15%,N/A,La Patisserie- Avari Tower
1867,Alfalah Visa Platinum Credit Card,Dining,Lahore,15%,N/A,La Patisserie- Avari Tower
1868,Alfalah Premier VISA Signature Debit Card,Dining,Lahore,15%,N/A,La Patisserie- Avari Tower
1869,Alfalah Visa Signature Debit Card,Dining,Lahore,15%,N/A,La Patisserie- Avari Tower
1870,Bank Alfalah Premier VISA Platinum Credit Card,Dining,Faisalabad,25%,N/A,Lahore Chatkhara
1871,Bank Alfalah Premier VISA Signature Debit Card,Dining,Faisalabad,25%,N/A,Lahore Chatkhara
1872,Bank Alfalah Visa Signature Debit Card,Dining,Faisalabad,25%,N/A,Lahore Chatkhara
1873,Bank Alfalah Visa Platinum Credit Card,Dining,Faisalabad,25%,N/A,Lahore Chatkhara
1874,Bank Alfalah American Express Card,Dining,Faisalabad,25%,N/A,Lahore Chatkhara
1875,Bank Alfalah Mastercard Optimus Credit Card,Dining,Faisalabad,25%,N/A,Lahore Chatkhara
1876,Bank Alfalah Visa Gold Credit Card,Dining,Faisalabad,25%,N/A,Lahore Chatkhara
1877,Bank Alfalah Mastercard Titanium Credit Card,Dining,Faisalabad,25%,N/A,Lahore Chatkhara
1878,Bank Alfalah Ultra Cashback Card,Dining,Faisalabad,25%,N/A,Lahore Chatkhara
1879,Bank Alfalah Visa Classic Credit Card,Dining,Faisalabad,25%,N/A,Lahore Chatkhara
1880,Bank Alfalah Debit Cards,Dining,Faisalabad,25%,N/A,Lahore Chatkhara
1881,Bank Alfalah Pehchaan Account for Women,Dining,Faisalabad,25%,N/A,Lahore Chatkhara
1882,Bank Alfalah Islamic Gold and Classic Debit Card,Dining,Faisalabad,25%,N/A,Lahore Chatkhara
1883,Bank Alfalah Islamic Premier Signature Debit Card,Dining,Faisalabad,25%,N/A,Lahore Chatkhara
1884,Bank Alfalah Islamic Signature Debit Card,Dining,Faisalabad,25%,N/A,Lahore Chatkhara
1885,Bank Alfalah Islamic Powerpack Debit Card,Dining,Faisalabad,25%,N/A,Lahore Chatkhara
1886,Alfalah American Express Card,Dining,Lahore,20%,N/A,Lahore Gates – 4 Points by Sheraton Lahore
1887,Alfalah Mastercard Titanium Credit Card,Dining,Lahore,20%,N/A,Lahore Gates – 4 Points by Sheraton Lahore
1888,Alfalah Premier VISA Platinum Credit Card,Dining,Lahore,20%,N/A,Lahore Gates – 4 Points by Sheraton Lahore
1889,Alfalah Premier VISA Signature Debit Card,Dining,Lahore,20%,N/A,Lahore Gates – 4 Points by Sheraton Lahore
1890,Alfalah Ultra Cashback Card,Dining,Lahore,20%,N/A,Lahore Gates – 4 Points by Sheraton Lahore
1891,Alfalah Visa Classic Credit Card,Dining,Lahore,20%,N/A,Lahore Gates – 4 Points by Sheraton Lahore
1892,Alfalah Visa Gold Credit Card,Dining,Lahore,20%,N/A,Lahore Gates – 4 Points by Sheraton Lahore
1893,Alfalah Visa Platinum Credit Card,Dining,Lahore,20%,N/A,Lahore Gates – 4 Points by Sheraton Lahore
1894,Alfalah Visa Signature Debit Card,Dining,Lahore,20%,N/A,Lahore Gates – 4 Points by Sheraton Lahore
1895,Bank Alfalah Debit Cards,Dining,Lahore,20%,N/A,Lahore Gates – 4 Points by Sheraton Lahore
1896,Bank Alfalah Mastercard Optimus Credit Card,Dining,Lahore,15%,N/A,Lakhnavi – Avari Tower
1897,Alfalah Premier VISA Platinum Credit Card,Dining,Lahore,15%,N/A,Lakhnavi – Avari Tower
1898,Alfalah Visa Platinum Credit Card,Dining,Lahore,15%,N/A,Lakhnavi – Avari Tower
1899,Alfalah Premier VISA Signature Debit Card,Dining,Lahore,15%,N/A,Lakhnavi – Avari Tower
1900,Alfalah Visa Signature Debit Card,Dining,Lahore,15%,N/A,Lakhnavi – Avari Tower
1901,Bank Alfalah Premier VISA Platinum Credit Card,Dining,Abbottabad,15%,N/A,N/A
1902,Bank Alfalah Premier VISA Signature Debit Card,Dining,Abbottabad,15%,N/A,N/A
1903,Bank Alfalah Visa Signature Debit Card,Dining,Abbottabad,15%,N/A,N/A
1904,Bank Alfalah Visa Platinum Credit Card,Dining,Abbottabad,15%,N/A,N/A
1905,Bank Alfalah American Express Card,Dining,Abbottabad,15%,N/A,N/A
1906,Bank Alfalah Mastercard Optimus Credit Card,Dining,Abbottabad,10%,N/A,N/A
1907,Bank Alfalah Visa Gold Credit Card,Dining,Abbottabad,10%,N/A,N/A
1908,Bank Alfalah Visa Classic Credit Card,Dining,Abbottabad,10%,N/A,N/A
1909,Bank Alfalah Debit Cards,Dining,Abbottabad,10%,N/A,N/A
1910,Bank Alfalah Premier VISA Platinum Credit Card,Lifestyle,Faisalabad,20%,N/A,"Up to 20% off ,

01-10-2022 to 31-12-2023"
1911,Bank Alfalah Premier VISA Signature Debit Card,Lifestyle,Faisalabad,20%,N/A,"Up to 20% off ,

01-10-2022 to 31-12-2023"
1912,Bank Alfalah Visa Platinum Credit Card,Lifestyle,Faisalabad,20%,N/A,"Up to 20% off ,

01-10-2022 to 31-12-2023"
1913,Bank Alfalah Mastercard Optimus Credit Card,Lifestyle,Faisalabad,15%,N/A,"Up to 20% off ,

01-10-2022 to 31-12-2023"
1914,Bank Alfalah Visa Gold Credit Card,Lifestyle,Faisalabad,15%,N/A,"Up to 20% off ,

01-10-2022 to 31-12-2023"
1915,Bank Alfalah Ultra Cashback Card,Lifestyle,Faisalabad,15%,N/A,"Up to 20% off ,

01-10-2022 to 31-12-2023"
1916,Bank Alfalah Visa Classic Credit Card,Lifestyle,Faisalabad,15%,N/A,"Up to 20% off ,

01-10-2022 to 31-12-2023"
1917,Bank Alfalah Islamic Gold and Classic Debit Card,Lifestyle,Faisalabad,15%,N/A,"Up to 20% off ,

01-10-2022 to 31-12-2023"
1918,Bank Alfalah Islamic Premier Signature Debit Card,Lifestyle,Faisalabad,20%,N/A,"Up to 20% off ,

01-10-2022 to 31-12-2023"
1919,Bank Alfalah Mastercard Optimus Credit Card,Lifestyle,Rawalpindi,40%,N/A,LFR  Active Gym
1920,Alfalah American Express Card,Lifestyle,Rawalpindi,Upto 50%,N/A,LFR  Active Gym
1921,Alfalah Mastercard Titanium Credit Card,Lifestyle,Rawalpindi,Upto 50%,N/A,LFR  Active Gym
1922,Alfalah Pehchaan Account for Women,Lifestyle,Rawalpindi,Upto 50%,N/A,LFR  Active Gym
1923,Alfalah Premier VISA Platinum Credit Card,Lifestyle,Rawalpindi,Upto 50%,N/A,LFR  Active Gym
1924,Alfalah Premier VISA Signature Debit Card,Lifestyle,Rawalpindi,Upto 50%,N/A,LFR  Active Gym
1925,Alfalah Ultra Cashback Card,Lifestyle,Rawalpindi,Upto 50%,N/A,LFR  Active Gym
1926,Alfalah Visa Classic Credit Card,Lifestyle,Rawalpindi,Upto 50%,N/A,LFR  Active Gym
1927,Alfalah Visa Gold Credit Card,Lifestyle,Rawalpindi,Upto 50%,N/A,LFR  Active Gym
1928,Alfalah Visa Platinum Credit Card,Lifestyle,Rawalpindi,Upto 50%,N/A,LFR  Active Gym
1929,Alfalah Visa Signature Debit Card,Lifestyle,Rawalpindi,Upto 50%,N/A,LFR  Active Gym
1930,Bank Alfalah Debit Cards,Lifestyle,Rawalpindi,Upto 50%,N/A,LFR  Active Gym
1931,Bank Alfalah Mastercard Optimus Credit Card,Lifestyle,Nationwide,20%,N/A,Libas Studio (online)
1932,Alfalah American Express Card,Lifestyle,Nationwide,20%,N/A,Libas Studio (online)
1933,Alfalah Mastercard Titanium Credit Card,Lifestyle,Nationwide,20%,N/A,Libas Studio (online)
1934,Alfalah Pehchaan Account for Women,Lifestyle,Nationwide,20%,N/A,Libas Studio (online)
1935,Alfalah Premier VISA Platinum Credit Card,Lifestyle,Nationwide,20%,N/A,Libas Studio (online)
1936,Alfalah Premier VISA Signature Debit Card,Lifestyle,Nationwide,20%,N/A,Libas Studio (online)
1937,Alfalah Ultra Cashback Card,Lifestyle,Nationwide,20%,N/A,Libas Studio (online)
1938,Alfalah Visa Classic Credit Card,Lifestyle,Nationwide,20%,N/A,Libas Studio (online)
1939,Alfalah Visa Gold Credit Card,Lifestyle,Nationwide,20%,N/A,Libas Studio (online)
1940,Alfalah Visa Platinum Credit Card,Lifestyle,Nationwide,20%,N/A,Libas Studio (online)
1941,Alfalah Visa Signature Debit Card,Lifestyle,Nationwide,20%,N/A,Libas Studio (online)
1942,Bank Alfalah Debit Cards,Lifestyle,Nationwide,20%,N/A,Libas Studio (online)
1943,Bank Alfalah Mastercard Optimus Credit Card,Lifestyle,"Lahore, Karachi",10%,"Maximum Discount Caps:   

	Islamic classic & gold debit card – 15% with a cap of Rs.1,500

	Islamic signature debit card – 25% with a cap of Rs. 4,000

	Islamic premier signature debit card – 25% with a cap of Rs 4,000

	Signature debit card – 25% with a cap of Rs. 4,000

	Platinum credit card – 25% with a cap of Rs 4,000

	Premier signature debit card – 25% with a cap of Rs. 4,000
	Premier Platinum credit card – 25% with a cap of Rs. 4,000",N/A
1944,Alfalah Mastercard Titanium Credit Card,Lifestyle,"Lahore, Karachi",10%,"Maximum Discount Caps:   

	Islamic classic & gold debit card – 15% with a cap of Rs.1,500

	Islamic signature debit card – 25% with a cap of Rs. 4,000

	Islamic premier signature debit card – 25% with a cap of Rs 4,000

	Signature debit card – 25% with a cap of Rs. 4,000

	Platinum credit card – 25% with a cap of Rs 4,000

	Premier signature debit card – 25% with a cap of Rs. 4,000
	Premier Platinum credit card – 25% with a cap of Rs. 4,000",N/A
1945,Alfalah Premier VISA Platinum Credit Card,Lifestyle,"Lahore, Karachi",10%,"Maximum Discount Caps:   

	Islamic classic & gold debit card – 15% with a cap of Rs.1,500

	Islamic signature debit card – 25% with a cap of Rs. 4,000

	Islamic premier signature debit card – 25% with a cap of Rs 4,000

	Signature debit card – 25% with a cap of Rs. 4,000

	Platinum credit card – 25% with a cap of Rs 4,000

	Premier signature debit card – 25% with a cap of Rs. 4,000
	Premier Platinum credit card – 25% with a cap of Rs. 4,000",N/A
1946,Alfalah Ultra Cashback Card,Lifestyle,"Lahore, Karachi",10%,"Maximum Discount Caps:   

	Islamic classic & gold debit card – 15% with a cap of Rs.1,500

	Islamic signature debit card – 25% with a cap of Rs. 4,000

	Islamic premier signature debit card – 25% with a cap of Rs 4,000

	Signature debit card – 25% with a cap of Rs. 4,000

	Platinum credit card – 25% with a cap of Rs 4,000

	Premier signature debit card – 25% with a cap of Rs. 4,000
	Premier Platinum credit card – 25% with a cap of Rs. 4,000",N/A
1947,Alfalah Visa Classic Credit Card,Lifestyle,"Lahore, Karachi",10%,"Maximum Discount Caps:   

	Islamic classic & gold debit card – 15% with a cap of Rs.1,500

	Islamic signature debit card – 25% with a cap of Rs. 4,000

	Islamic premier signature debit card – 25% with a cap of Rs 4,000

	Signature debit card – 25% with a cap of Rs. 4,000

	Platinum credit card – 25% with a cap of Rs 4,000

	Premier signature debit card – 25% with a cap of Rs. 4,000
	Premier Platinum credit card – 25% with a cap of Rs. 4,000",N/A
1948,Alfalah Visa Gold Credit Card,Lifestyle,"Lahore, Karachi",10%,"Maximum Discount Caps:   

	Islamic classic & gold debit card – 15% with a cap of Rs.1,500

	Islamic signature debit card – 25% with a cap of Rs. 4,000

	Islamic premier signature debit card – 25% with a cap of Rs 4,000

	Signature debit card – 25% with a cap of Rs. 4,000

	Platinum credit card – 25% with a cap of Rs 4,000

	Premier signature debit card – 25% with a cap of Rs. 4,000
	Premier Platinum credit card – 25% with a cap of Rs. 4,000",N/A
1949,Alfalah Visa Platinum Credit Card,Lifestyle,"Lahore, Karachi",10%,"Maximum Discount Caps:   

	Islamic classic & gold debit card – 15% with a cap of Rs.1,500

	Islamic signature debit card – 25% with a cap of Rs. 4,000

	Islamic premier signature debit card – 25% with a cap of Rs 4,000

	Signature debit card – 25% with a cap of Rs. 4,000

	Platinum credit card – 25% with a cap of Rs 4,000

	Premier signature debit card – 25% with a cap of Rs. 4,000
	Premier Platinum credit card – 25% with a cap of Rs. 4,000",N/A
1950,Bank Alfalah Mastercard Optimus Credit Card,Lifestyle,"Karachi, Islamabad",20%,N/A,N/A
1951,Alfalah American Express Card,Lifestyle,"Karachi, Islamabad",20%,N/A,N/A
1952,Alfalah Mastercard Titanium Credit Card,Lifestyle,"Karachi, Islamabad",20%,N/A,N/A
1953,Alfalah Premier VISA Platinum Credit Card,Lifestyle,"Karachi, Islamabad",20%,N/A,N/A
1954,Alfalah Premier VISA Signature Debit Card,Lifestyle,"Karachi, Islamabad",20%,N/A,N/A
1955,Alfalah Ultra Cashback Card,Lifestyle,"Karachi, Islamabad",20%,N/A,N/A
1956,Alfalah Visa Classic Credit Card,Lifestyle,"Karachi, Islamabad",20%,N/A,N/A
1957,Alfalah Visa Gold Credit Card,Lifestyle,"Karachi, Islamabad",20%,N/A,N/A
1958,Alfalah Visa Platinum Credit Card,Lifestyle,"Karachi, Islamabad",20%,N/A,N/A
1959,Alfalah Visa Signature Debit Card,Lifestyle,"Karachi, Islamabad",20%,N/A,N/A
1960,Bank Alfalah Debit Cards,Lifestyle,"Karachi, Islamabad",20%,N/A,N/A
1961,Alfalah Mastercard Titanium Credit Card,N/A,Islamabad,20%,N/A,N/A
1962,Alfalah Premier VISA Platinum Credit Card,N/A,Islamabad,20%,N/A,N/A
1963,Alfalah Premier VISA Signature Debit Card,N/A,Islamabad,20%,N/A,N/A
1964,Alfalah Ultra Cashback Card,N/A,Islamabad,20%,N/A,N/A
1965,Alfalah Visa Classic Credit Card,N/A,Islamabad,20%,N/A,N/A
1966,Alfalah Visa Gold Credit Card,N/A,Islamabad,20%,N/A,N/A
1967,Alfalah Visa Platinum Credit Card,N/A,Islamabad,20%,N/A,N/A
1968,Alfalah Visa Signature Debit Card,N/A,Islamabad,20%,N/A,N/A
1969,Bank Alfalah Debit Cards,N/A,Islamabad,20%,N/A,N/A
1970,Bank Alfalah Premier VISA Platinum Credit Card,Dining,Sargodha,15%,N/A,"Up to 15% off
28-11-2022 to 31-12-2023"
1971,Bank Alfalah Premier VISA Signature Debit Card,Dining,Sargodha,15%,N/A,"Up to 15% off
28-11-2022 to 31-12-2023"
1972,Bank Alfalah Visa Platinum Credit Card,Dining,Sargodha,15%,N/A,"Up to 15% off
28-11-2022 to 31-12-2023"
1973,Bank Alfalah American Express Card,Dining,Sargodha,15%,N/A,"Up to 15% off
28-11-2022 to 31-12-2023"
1974,Bank Alfalah Mastercard Optimus Credit Card,Dining,Sargodha,10% ,N/A,"Up to 15% off
28-11-2022 to 31-12-2023"
1975,Bank Alfalah Visa Gold Credit Card,Dining,Sargodha,10%,N/A,"Up to 15% off
28-11-2022 to 31-12-2023"
1976,Bank Alfalah Ultra Cashback Card,Dining,Sargodha,10%,N/A,"Up to 15% off
28-11-2022 to 31-12-2023"
1977,Bank Alfalah Visa Classic Credit Card,Dining,Sargodha,10%,N/A,"Up to 15% off
28-11-2022 to 31-12-2023"
1978,Bank Alfalah Islamic Gold and Classic Debit Card,Dining,Sargodha,10%,N/A,"Up to 15% off
28-11-2022 to 31-12-2023"
1979,Bank Alfalah Islamic Premier Signature Debit Card,Dining,Sargodha,15%,N/A,"Up to 15% off
28-11-2022 to 31-12-2023"
1980,Bank Alfalah Premier VISA Platinum Credit Card,Dining,Multan,20%,N/A,N/A
1981,Bank Alfalah Premier VISA Signature Debit Card,Dining,Multan,20%,N/A,N/A
1982,Bank Alfalah Visa Signature Debit Card,Dining,Multan,20%,N/A,N/A
1983,Bank Alfalah Visa Platinum Credit Card,Dining,Multan,20%,N/A,N/A
1984,Bank Alfalah American Express Card,Dining,Multan,20%,N/A,N/A
1985,Bank Alfalah Mastercard Optimus Credit Card,Dining,Multan,15%,N/A,N/A
1986,Bank Alfalah Visa Gold Credit Card,Dining,Multan,15%,N/A,N/A
1987,Bank Alfalah Visa Classic Credit Card,Dining,Multan,15%,N/A,N/A
1988,Bank Alfalah Debit Cards,Dining,Multan,15%,N/A,N/A
1989,Alfalah Premier VISA Signature Debit Card,Dining,Karachi,10%,N/A,All Items
1990,Alfalah Visa Signature Debit Card,Dining,Karachi,10%,N/A,All Items
1991,Bank Alfalah Debit Cards,Dining,Karachi,10%,N/A,All Items
1992,Bank Alfalah Mastercard Optimus Credit Card,Dining,Karachi,20%,N/A,Lotus Court – Movenpick
1993,Alfalah Premier VISA Platinum Credit Card,Dining,Karachi,20%,N/A,Lotus Court – Movenpick
1994,Alfalah Visa Platinum Credit Card,Dining,Karachi,20%,N/A,Lotus Court – Movenpick
1995,Alfalah Visa Gold Debit Card,Dining,Karachi,20%,N/A,Lotus Court – Movenpick
1996,Alfalah Mastercard Titanium Credit Card,Dining,Karachi,20%,N/A,Lotus Court – Movenpick
1997,Alfalah Premier VISA Signature Debit Card,Dining,Karachi,20%,N/A,Lotus Court – Movenpick
1998,Bank Alfalah Mastercard Optimus Credit Card,Travel,Karachi,Free Lounge access,N/A,N/A
1999,Alfalah American Express Card,Travel,Karachi,Free lounge access facility,N/A,N/A
2000,Alfalah Mastercard Titanium Credit Card,Travel,Karachi,Free lounge access facility,N/A,N/A
2001,Alfalah Premier VISA Platinum Credit Card,Travel,Karachi,Free Lounge Access + Fast Track facility,N/A,N/A
2002,Alfalah Premier VISA Signature Debit Card,Travel,Karachi,Free Lounge Access + Fast Track facility,N/A,N/A
2003,Alfalah Visa Gold Credit Card,Travel,Karachi,Free lounge access facility,N/A,N/A
2004,Alfalah Visa Platinum Credit Card,Travel,Karachi,Free Lounge Access + Fast Track facility,N/A,N/A
2005,Alfalah Visa Signature Debit Card,Travel,Karachi,Free lounge access facility,N/A,N/A
2006,Alfalah Premier VISA Signature Debit Card,Dining,Gujranwala,10%,N/A,All Items
2007,Alfalah Visa Signature Debit Card,Dining,Gujranwala,10%,N/A,All Items
2008,Bank Alfalah Debit Cards,Dining,Gujranwala,10%,N/A,All Items
2009,Bank Alfalah Premier VISA Platinum Credit Card,Dining,"Lahore, Islamabad",20%,N/A,Mandarin Kitchen
2010,Bank Alfalah Premier VISA Signature Debit Card,Dining,"Lahore, Islamabad",20%,N/A,Mandarin Kitchen
2011,Bank Alfalah Visa Signature Debit Card,Dining,"Lahore, Islamabad",15%,N/A,Mandarin Kitchen
2012,Bank Alfalah Visa Platinum Credit Card,Dining,"Lahore, Islamabad",15%,N/A,Mandarin Kitchen
2013,Bank Alfalah Islamic Premier Signature Debit Card,Dining,"Lahore, Islamabad",20%,N/A,Mandarin Kitchen
2014,Bank Alfalah Islamic Signature Debit Card,Dining,"Lahore, Islamabad",15%,N/A,Mandarin Kitchen
2015,Bank Alfalah Mastercard Optimus Credit Card,Shopping,Islamabad,10%,N/A,N/A
2016,Alfalah American Express Card,Shopping,Islamabad,10%,N/A,N/A
2017,Alfalah Mastercard Titanium Credit Card,Shopping,Islamabad,10%,N/A,N/A
2018,Alfalah Premier VISA Platinum Credit Card,Shopping,Islamabad,10%,N/A,N/A
2019,Alfalah Premier VISA Signature Debit Card,Shopping,Islamabad,10%,N/A,N/A
2020,Alfalah Ultra Cashback Card,Shopping,Islamabad,10%,N/A,N/A
2021,Alfalah Visa Classic Credit Card,Shopping,Islamabad,10%,N/A,N/A
2022,Alfalah Visa Gold Credit Card,Shopping,Islamabad,10%,N/A,N/A
2023,Alfalah Visa Platinum Credit Card,Shopping,Islamabad,10%,N/A,N/A
2024,Alfalah Visa Signature Debit Card,Shopping,Islamabad,10%,N/A,N/A
2025,Bank Alfalah Debit Cards,Shopping,Islamabad,10%,N/A,N/A
2026,Bank Alfalah Islamic Gold and Classic Debit Card,Lifestyle,Nationwide,15%,N/A,Discount Cap: PKR 500
2027,Bank Alfalah American Express Card,Lifestyle,Nationwide,15%,N/A,Discount Cap: PKR 500
2028,Bank Alfalah Debit Cards,Lifestyle,Nationwide,15%,N/A,Discount Cap: PKR 500
2029,Bank Alfalah Islamic Premier Signature Debit Card,Lifestyle,Nationwide,15%,N/A,Discount Cap: PKR 500
2030,Bank Alfalah Islamic Signature Debit,Lifestyle,Nationwide,15%,N/A,Discount Cap: PKR 500
2031,Bank Alfalah Mastercard Optimus Credit Card,Lifestyle,Nationwide,15%,N/A,Discount Cap: PKR 500
2032,Bank Alfalah Premier VISA Platinum Credit Card,Lifestyle,Nationwide,15%,N/A,Discount Cap: PKR 500
2033,Bank Alfalah Premier VISA Signature Debit Card,Lifestyle,Nationwide,15%,N/A,Discount Cap: PKR 500
2034,Bank Alfalah Ultra Cashback Card,Lifestyle,Nationwide,15%,N/A,Discount Cap: PKR 500
2035,Bank Alfalah Visa Classic Credit Card,Lifestyle,Nationwide,15%,N/A,Discount Cap: PKR 500
2036,Bank Alfalah Visa Gold Credit Card,Lifestyle,Nationwide,15%,N/A,Discount Cap: PKR 500
2037,Bank Alfalah Visa Platinum Credit Card,Lifestyle,Nationwide,15%,N/A,Discount Cap: PKR 500
2038,Bank Alfalah Visa Signature Debit Card,Lifestyle,Nationwide,15%,N/A,Discount Cap: PKR 500
2039,Bank Alfalah Premier VISA Platinum Credit Card,Dining,Gujranwala,15%,N/A,N/A
2040,Bank Alfalah Premier VISA Signature Debit Card,Dining,Gujranwala,15%,N/A,N/A
2041,Bank Alfalah Visa Signature Debit Card,Dining,Gujranwala,15%,N/A,N/A
2042,Bank Alfalah Visa Platinum Credit Card,Dining,Gujranwala,15%,N/A,N/A
2043,Bank Alfalah American Express Card,Dining,Gujranwala,15%,N/A,N/A
2044,Bank Alfalah Mastercard Optimus Credit Card,Dining,Gujranwala,10%,N/A,N/A
2045,Bank Alfalah Visa Gold Credit Card,Dining,Gujranwala,10%,N/A,N/A
2046,Bank Alfalah Visa Classic Credit Card,Dining,Gujranwala,10%,N/A,N/A
2047,Bank Alfalah Debit Cards,Dining,Gujranwala,10%,N/A,N/A
2048,Bank Alfalah Mastercard Optimus Credit Card,Dining,Karachi,15%,N/A,Markhor Smoked Meat
2049,Alfalah Mastercard Titanium Credit Card,Dining,Karachi,15%,N/A,Markhor Smoked Meat
2050,Alfalah Premier VISA Platinum Credit Card,Dining,Karachi,15%,N/A,Markhor Smoked Meat
2051,Alfalah Premier VISA Signature Debit Card,Dining,Karachi,15%,N/A,Markhor Smoked Meat
2052,Alfalah Visa Gold Credit Card,Dining,Karachi,15%,N/A,Markhor Smoked Meat
2053,Alfalah Visa Platinum Credit Card,Dining,Karachi,15%,N/A,Markhor Smoked Meat
2054,Alfalah Visa Signature Debit Card,Dining,Karachi,15%,N/A,Markhor Smoked Meat
2055,Alfalah Premier VISA Signature Debit Card,Lifestyle,Lahore,10%,N/A,All Items
2056,Alfalah Visa Signature Debit Card,Lifestyle,Lahore,10%,N/A,All Items
2057,Bank Alfalah Debit Cards,Lifestyle,Lahore,10%,N/A,All Items
2058,Bank Alfalah Premier VISA Platinum Credit Card,Health,Islamabad,Upto 20% off,N/A,Upto 20% off on selected services on all bank alfalah cards T&C Apply.
2059,Bank Alfalah Premier VISA Signature Debit Card,Health,Islamabad,Upto 20% off,N/A,Upto 20% off on selected services on all bank alfalah cards T&C Apply.
2060,Bank Alfalah Visa Signature Debit Card,Health,Islamabad,Upto 20% off,N/A,Upto 20% off on selected services on all bank alfalah cards T&C Apply.
2061,Bank Alfalah Visa Platinum Credit Card,Health,Islamabad,Upto 20% off,N/A,Upto 20% off on selected services on all bank alfalah cards T&C Apply.
2062,Bank Alfalah American Express Card,Health,Islamabad,Upto 20% off,N/A,Upto 20% off on selected services on all bank alfalah cards T&C Apply.
2063,Bank Alfalah Mastercard Optimus Credit Card,Health,Islamabad,Upto 20% off,N/A,Upto 20% off on selected services on all bank alfalah cards T&C Apply.
